Unnamed: 0,title,ingredients,directions,link,source,NER
1319534,Midtown Grill'S Tomato Dill Soup ,"[""3 oz butter"", ""1 cup celery, minced"", ""1 1/2 cups onion, minced"", ""1 1/2 cups carrot, minced"", ""1/2 cup dill"", ""16 oz tomato sauce"", ""8 oz chopped plum tomato"", ""6 oz chicken stock"", ""1 cup heavy cream"", ""1/2 oz sugar"", ""salt and pepper to taste""]","[""melt the butter in a sauce pan over medium heat. Add the vegetables and cook until the veggies are soft."", """", ""Add the stock and stir, then add tomato sauce and chopped plum tomato. Add the dill, and cook on low heat for 20 minutes."", ""Carefully pour the soup into a blender and puree on low speed"", ""Pour pureed soup back into pan and add the cream for richness."", """", ""Garnish with chiffonaded fried basil and sour cream""]",www.epicurious.com/recipes/member/views/midtown-grills-tomato-dill-soup-50008760,Gathered,"[""butter"", ""celery"", ""onion"", ""carrot"", ""dill"", ""tomato sauce"", ""tomato"", ""chicken"", ""heavy cream"", ""sugar"", ""salt""]"
1319547,"Cranberry, Walnut & Pear Goat Cheese Dip ","[""1/2 cup dried cranberries"", ""1/2 cup walnuts"", ""2 Pears, chopped"", ""2 cups Goat Cheese""]","[""In a food processor, mix cranberries, walnuts, pears and goat cheese."", """", ""Makes approximately 3 cups."", """", ""Serve with bread of choice, or pita.""]",www.epicurious.com/recipes/member/views/cranberry-walnut-pear-goat-cheese-dip-50092534,Gathered,"[""cranberries"", ""walnuts"", ""Goat Cheese""]"
1319558,Earlene'S White Chicken Chili ,"[""or sharp cheddar cheese""]","[""Heat the oil in a large saucepan over medium-low heat. Saute the onions until tender. Stir in the garlic, jalapeno, green chile peppers, cumin, oregano and cayenne. Continue to cook and stir the mixture until tender, about 3 minutes. Carefully stir in the chicken broth, chicken and white beans. Simmer on low 45 minutes, stirring often.Remove the mixture from heat. Chili keeps well in a crockpot. Top with cheese, chips, avocado, sour cream and a lime wedge. Serve warm.""]",www.epicurious.com/recipes/member/views/earlenes-white-chicken-chili-50053171,Gathered,"[""cheddar cheese""]"
1319608,Chicken A Lo Cubano ,"[""Chicken thighs and legs"", ""1/2 stick Butter"", ""1/2 cup Soy Sauce""]","[""Simmer the chicken in the butter and soy sauce mixture in a large covered pot until tender. It's that simple.""]",www.epicurious.com/recipes/member/views/chicken-a-lo-cubano-50022923,Gathered,"[""Chicken"", ""Butter"", ""Soy Sauce""]"
1319627,Roasted Beets With Skyhill Goat Cheese And Mint ,"[""Beets"", ""Skyhill Goat"", ""etc (see below)""]","[""Rinse the beets well, place in a roasting pan with some butter, a little water, and salt and pepper. Cover the pan with lid or tightly with foil. Roast at high heat for about an hour until the tip of a knife easily penetrates the flesh."", """", ""Cool the beets, then peel and cut into chunks. Toss the beets with your favorite mustard vinaigrette."", ""To plate, place a serving on a white salad plate, toss on some crumbled Skyhill goat cheese, Maldon sea salt and snipped or torn basil or mint.""]",www.epicurious.com/recipes/member/views/roasted-beets-with-skyhill-goat-cheese-and-mint-50040332,Gathered,"[""Beets""]"
1319678,Citrus Marinated Halibut ,"[""juice and zest of 1 medium orange"", ""juice and zest of one lime"", ""1 teaspoon olive oil"", ""1/8 teaspoon salt"", ""2 6oz. halibut fillets"", ""1 medium orange cut into thin rounds, seeds removed (for garnish)""]","[""Prepare grill or oven (450 degrees)."", """", ""Whisk together orange juice and zest, lime juice and zest, olive oil and salt in a shallow pan large enough to hold the fish fillets. Add the fish fillets and turn to coat with the marinade. Let sit for 20 minutes. If grilling the fillets, grill the orange slices while the fish marinates. Discard marinade. Grill or bake for 10 minutes per inch of fish or until fish is done. Garnish fillets with orange rounds.""]",www.epicurious.com/recipes/member/views/citrus-marinated-halibut-50040874,Gathered,"[""orange"", ""lime"", ""olive oil"", ""salt"", ""orange""]"
1319799,Creamed Corn ,"[""4 boxes of frozen creamed corn""]","[""Boil corn in bag."", ""Cut open and serve in dish.""]",www.epicurious.com/recipes/member/views/creamed-corn-52960951,Gathered,"[""corn""]"
1319804,Lemon Rosemary Marinated Grilled Halibut ,"[""3 tablespoons dry white wine"", ""3 tablespoons fresh lemon juice"", ""3 tablespoons olive oil"", ""1 tablespoon chopped rosemary"", ""Four halibut steaks, (6 ounces each)"", ""Salt and freshly ground pepper""]","[""Whisk together the wine, lemon juice, olive oil and rosemary in a small shallow baking dish. Add the halibut and turn to coat. Marinate in the refrigerator for 1 hour, turning once. Preheat grill. Remove fish from marinade and season with salt and pepper to taste. Grill the steaks for 3 to 4 minutes on each side or to desired doneness""]",www.epicurious.com/recipes/member/views/lemon-rosemary-marinated-grilled-halibut-51192101,Gathered,"[""white wine"", ""lemon juice"", ""olive oil"", ""rosemary"", ""Salt""]"
1319950,Indian Tea ,"[""2 batches tea leaves, Cardamom, Black Pepper""]","[""Introduction: How to Make Indian Tea (a.k.a Chai) By zero0928 Follow. ... Step 1: Collection Ingredients. 3 More Images. ... Step 2: Crush Ginger and Boil Water. Put the piece of ginger under somthing hard and squish it drop into pot of water turn on the gas. Step 3: Adding Sugar and Tea. ... Step 4: Adding Milk. ... Step 5: Pour and Enjoy.""]",www.epicurious.com/recipes/member/views/indian-tea-5b9e1be148738b66252f2d22,Gathered,"[""tea""]"
1250098,Berry And Vanilla Yogurt Ripple Ice Pops,"[""1/2 cup sugar"", ""11 oz frozen mixed berries"", ""1 cup thick Greek-style plain yogurt"", ""1 tsp vanilla extract""]","[""Place sugar and 1/2 cup water in a small saucepan on low heat. Stir until sugar is dissolved. Bring to a boil, without stirring. Cool to room temperature."", ""Process berries and 1/2 cup of sugar syrup in a blender or food processor until smooth. Whisk yogurt, vanilla extract and remaining sugar syrup in a medium bowl."", ""Fill six 1/2-cup ice popsicle molds halfway with berry mixture. Top with yogurt mixture. Use a popsicle stick to swirl mixtures together for a ripple effect. Insert sticks and freeze for 8 hours or overnight.""]",recipes-plus.com/api/v2.0/recipes/24267,Gathered,"[""sugar"", ""yogurt"", ""vanilla""]"
1250169,Cheesy Broccoli And Tortellini Bake,"[""None None Cooking spray, for greasing"", ""12 oz spinach or cheese tortellini"", ""1 head broccoli (1 1/2 lbs), cut into florets, stem thinly sliced"", ""1 cup Gorgonzola cheese, crumbled (4 oz)"", ""3/4-1 cup half-and-half"", ""1/4 cup grated Parmesan cheese""]","[""Preheat the oven to 400\u00b0F. Coat a large baking dish with cooking spray. Cook the tortellini according to the package directions until just tender. Drain. Cook the broccoli in a saucepan of boiling salted water for 3-4 mins. Drain. Set aside one-third of the broccoli. Mix the remaining broccoli with the Gorgonzola and half-and-half in a large bowl."", ""Transfer the broccoli-cheese mixture to a food processor and blend until smooth. Return to the large bowl, then stir in the tortellini and reserved broccoli. Transfer the mixture to the baking dish and sprinkle with the Parmesan. Bake for 10-15 mins until hot.""]",recipes-plus.com/api/v2.0/recipes/16703,Gathered,"[""Cooking spray"", ""broccoli"", ""Gorgonzola cheese"", ""Parmesan cheese""]"
1250271,Herb Dressing,"[""4 tbsp mayonnaise"", ""4 tbsp sour cream"", ""2 tbsp cream cheese"", ""3 tbsp milk"", ""2-3 tbsp ketchup"", ""1 bunch fresh chives or parsley, chopped finely""]","[""Mix the mayonnaise, sour cream and cream cheese until smooth. Add the milk then the ketchup. Season to taste and add the herbs.""]",recipes-plus.com/api/v2.0/recipes/17619,Gathered,"[""mayonnaise"", ""sour cream"", ""cream cheese"", ""milk"", ""ketchup"", ""chives""]"
1250304,Roast Beef Stuffed With Artichoke Hearts And Gorgonzola,"[""3.5 oz gorgonzola cheese, crumbled"", ""1/4 cup sour cream"", ""2.5 oz artichoke hearts, sliced"", ""8 slices roast beef"", ""2 cups arugula""]","[""Mix gorgonzola and sour cream together with a fork then fold in artichokes. Lay out roast beef and spread gorgonzola mixture over top. Add arugula then roll up to enclose filling. Serve.""]",recipes-plus.com/api/v2.0/recipes/22796,Gathered,"[""gorgonzola cheese"", ""sour cream"", ""beef"", ""arugula""]"
1250580,Potato Dauphinois,"[""3 lbs potatoes, peeled and thinly sliced"", ""6 oz mature cheddar cheese, grated"", ""1 1/4 cups heavy cream""]","[""Preheat the oven to 375\u00b0F. Grease a casserole dish. Layer the potato slices and cheese in the dish, seasoning well and finishing with cheese."", ""Pour over the cream. Place the dish on a baking sheet, cover loosely with foil and bake for 45 minutes. Uncover and bake for another 15 minutes, until the potatoes are tender and the top is golden.""]",recipes-plus.com/api/v2.0/recipes/28168,Gathered,"[""potatoes"", ""cheddar cheese"", ""heavy cream""]"
1250614,Prosciutto-Wrapped Asparagus,"[""1 2/3 lbs asparagus, woody ends snapped off"", ""12 slices prosciutto, halved""]","[""Fill a large deep skillet with water. Season with salt and bring to a simmer. Add asparagus and cook for 2 mins. Drain and refresh under cold water."", ""Wrap prosciutto tightly around asparagus spears. Serve at room temperature.""]",recipes-plus.com/api/v2.0/recipes/36213,Gathered,[]
1250685,Panna Cotta Hearts With Chocolate And Honey,"[""4 sheets gelatin (or 1 tbsp powdered gelatin)"", ""1/2 cup, plus 1/3 cup heavy cream"", ""1/2 cup, plus 1/3 cup milk"", ""1 tsp vanilla extract"", ""2 tbsp, plus 1 tsp sugar"", ""1 3/4 oz dark chocolate, melted"", ""2 tbsp honey""]","[""Soak the gelatin sheets in a shallow bowl of cold water for a few mins until soft (Alternatively sprinkle the powdered gelatin into 1/4 cup of cold water and set it aside while you prepare the remaining ingredients). Heat the cream, milk, vanilla extract and sugar in a pan over a medium heat for 1-2 mins, just until it reaches a simmer. Remove from the heat and leave for a few mins."", ""If using gelatin sheets, lift them from the water and squeeze gently to remove excess liquid. At this point, add either gelatin to the hot mixture and stir until dissolved. Pour the cream mixture into 2 individual heart-shaped molds (each about 7 oz (3/4 cup) capacity). Leave to cool then chill overnight in the fridge until set."", ""Dip each mould quickly in a shallow bowl of hot water then turn out onto a serving plate. Spoon the melted chocolate into a small paper piping bag, snip off the end and drizzle lines over each cream heart. Spoon the honey around the cream hearts and serve immediately.""]",recipes-plus.com/api/v2.0/recipes/15948,Gathered,"[""gelatin"", ""heavy cream"", ""milk"", ""vanilla"", ""sugar"", ""chocolate"", ""honey""]"
1251046,Pan-Fried Pineapple With Honey Cream Sauce,"[""1/3 cup yogurt"", ""1 tbsp honey"", ""1/2 cup heavy cream"", ""1/2 None pineapple, peeled, halved, core removed and cut into 1/2 inch slices"", ""1 oz dessicated coconut"", ""2 tbsp butter"", ""None None mint leaves, to garnish""]","[""For the sauce, mix together the yogurt and honey. Beat the cream until soft peaks form, then gently fold into the yogurt mixture. Set aside."", ""Roll the pineapple slices in desiccated coconut. Melt the butter in a frying pan, add the pineapple and cook on medium, turning once, 3 mins, until golden brown. Arrange on plates with the sauce and garnish with mint leaves.""]",recipes-plus.com/api/v2.0/recipes/26473,Gathered,"[""yogurt"", ""honey"", ""heavy cream"", ""pineapple"", ""coconut"", ""butter"", ""mint""]"
1251116,Tamari Almonds,"[""1 lb almonds"", ""1/4 cup tamari soy sauce"", ""2 tsp granulated sugar"", ""1 tbsp olive oil""]","[""Preheat oven to 325\u00b0F. Lightly grease 2 large baking trays. Place almonds on trays and toast for 10 mins, or until beginning to brown."", ""Meanwhile, combine tamari soy sauce, sugar and oil. Toss with hot nuts then transfer back to oven trays and toast for 10 mins, tossing frequently, or until nuts are dry and toasted. Let cool on trays.""]",recipes-plus.com/api/v2.0/recipes/22397,Gathered,"[""almonds"", ""soy sauce"", ""sugar"", ""olive oil""]"
1251122,Ginger And Sage Tea,"[""7 stems fresh sage"", ""1 piece fresh ginger (1 inch), grated"", ""None None Honey, for serving (optional)""]","[""Place the sage and ginger in a teapot and pour in about 4 cups boiling water. Let steep for 5-6 mins, then divide among four heatproof glasses or mugs. Serve with honey, if desired.""]",recipes-plus.com/api/v2.0/recipes/16861,Gathered,"[""sage"", ""ginger"", ""Honey""]"
1251207,Cherry Compote With Chocolate,"[""10 oz cherries, stoned and chopped"", ""1 cup sugar"", ""1 tbsp red wine"", ""1 tbsp Kirsch"", ""1/2 None lemon, juice only"", ""1 oz dark chocolate, finely chopped""]","[""Place the cherries, sugar, red wine, Kirsch and lemon juice in a food processor and process until smooth. Stir in the chocolate and spoon into 2 small sterilized jars. Seal and store in the fridge. Use within 2 weeks.""]",recipes-plus.com/api/v2.0/recipes/21906,Gathered,"[""cherries"", ""sugar"", ""red wine"", ""lemon"", ""chocolate""]"
1251237,Chocolate Fudge,"[""1 (13.5 oz) can sweetened condensed milk"", ""1/2 cup butter"", ""1 cup brown sugar"", ""2 tbsp honey"", ""5.25 oz dark chocolate, coarsely chopped""]","[""Grease and line the base and sides of a 7 1/2 inch square cake pan."", ""Combine condensed milk, butter, sugar and honey in a medium heavy-bottomed saucepan. Stir over medium-low heat for 5-7 mins, or until sugar dissolves. Increase heat to medium and cook for 10 mins, or until mixture thickens and leaves side of pan. Remove from heat."", ""Add chocolate and stir until melted and mixture is smooth. Transfer to prepared pan and smooth surface. Set aside to cool. Cover with plastic wrap and chill for 1 hour, or until firm. Cut into squares to serve.""]",recipes-plus.com/api/v2.0/recipes/23546,Gathered,"[""condensed milk"", ""butter"", ""brown sugar"", ""honey"", ""chocolate""]"
1251287,Pink Grapefruit And Aperol Sorbet,"[""3/4 cup sugar"", ""4 cups strained pink grapefruit juice, grapefruit shells reserved and frozen"", ""1/2 cup Aperol""]","[""In a saucepan, heat the sugar and 1 cup water until sugar has dissolved. Allow to cool. Stir in grapefruit juice."", ""Churn in an ice-cream machine according to manufacturer's instructions, adding Aperol 10 mins before end of churning."", ""Alternately, pour mixture into a loaf pan, cover tightly with foil and freeze until a 3/4 inch solid border forms around edge. Transfer to a chilled bowl, add Aperol and beat until a smooth sludge forms. Return to pan and freeze overnight."", ""Scoop into frozen grapefruit shells to serve.""]",recipes-plus.com/api/v2.0/recipes/23499,Gathered,"[""sugar""]"
1251393,"Farfalle With Pepperoni, Leek And Preserved Lemon","[""14 oz farfalle (bowtie) pasta"", ""1/4 cup olive oil"", ""3.5 oz sliced pepperoni, halved"", ""1 None leek, sliced"", ""1 None bell pepper, seeded, sliced"", ""1 None zucchini, diced"", ""1/2 cup white wine"", ""2 tbsp finely chopped preserved lemon"", ""1 tsp lemon juice"", ""1.5 oz Parmesan cheese, shaved""]","[""Cook pasta in boiling, salted water until al dente. Drain."", ""Heat oil in a frying pan over high heat. Saute pepperoni and vegetables for 5 mins, until leek is tender and pepperoni is crispy. Add wine and season. Simmer for 3 mins. Add pasta and remaining ingredients. Toss to combine. Serve.""]",recipes-plus.com/api/v2.0/recipes/28304,Gathered,"[""pasta"", ""olive oil"", ""pepperoni"", ""bell pepper"", ""zucchini"", ""white wine"", ""lemon"", ""lemon juice"", ""Parmesan cheese""]"
1251857,Rocky Road,"[""1 lb milk or semi-sweet chocolate, chopped"", ""5 oz sugar wafer cookies, broken into chunks"", ""7 oz miniature marshmallows""]","[""Line 9-inch square baking pan with foil. Melt chocolate in a large bowl over a saucepan of simmering water. Remove from heat. Add cookie chunks and marshmallows. Stir to coat. Spoon into prepared pan."", ""Refrigerate for 2 hours, until set. Cut into squares. Store in an airtight container in refrigerator until ready to serve.""]",recipes-plus.com/api/v2.0/recipes/25199,Gathered,"[""milk"", ""sugar"", ""marshmallows""]"
1252201,Chocolate Covered Strawberries,"[""3 1/2 oz good-quality chocolate (dark, milk or white)"", ""1 lb strawberries, washed and dried well"", ""None None Champagne, to serve""]","[""Place chocolate in a heatproof bowl over a saucepan half-filled with simmering water. Stir until melted."", ""Line a baking sheet with parchment. Holding strawberries by stem, dip into chocolate. Allow excess to drain off and place on sheeet. Chill until set. Serve with champagne.""]",recipes-plus.com/api/v2.0/recipes/27440,Gathered,"[""chocolate"", ""strawberries""]"
1252477,Oysters With Bacon Butter,"[""2 slices bacon, finely chopped"", ""6 tbsp (3/4 stick) butter, softened"", ""1 tbsp tomato sauce"", ""1 tbsp Worcestershire sauce"", ""2 tbsp finely chopped fresh flat-leaf parsley"", ""24 None oysters, on the half shell""]","[""Cook bacon in small skillet until crisp. Drain on kitchen towels; cool."", ""Beat butter in small bowl until smooth; stir in sauces and parsley. Stir cooled bacon into butter mixture."", ""Heat a grill pan on high heat. Place 1 heaping tsp bacon butter on each oyster. Cook oysters until butter is melted.""]",recipes-plus.com/api/v2.0/recipes/35104,Gathered,"[""bacon"", ""butter"", ""tomato sauce"", ""Worcestershire sauce"", ""parsley"", ""oysters""]"
1252611,Strawberry And Mango Ice Pops,"[""1 cup strawberries, hulled"", ""3 tbsp confectioners' sugar"", ""1/2 None large, ripe mango, peeled, seeded and roughly chopped""]","[""Place the strawberries and 1 tbsp confectioners' sugar in a blender and puree until smooth. Set aside. Place the mango and the remaining 2 tbsp sugar in a bowl and mash until smooth."", ""Using a teaspoon, layer the fruit mixtures into six pop molds. Alternatively, use just one fruit flavor for the ice pops. Freeze for 30 mins, then insert a wooden pop stick halfway into each mold. Freeze overnight."", ""Just before serving, dip each mold briefly into hot water, then remove the ice pop and serve.""]",recipes-plus.com/api/v2.0/recipes/16740,Gathered,"[""strawberries"", ""sugar"", ""mango""]"
1252921,Smoked Salmon And Dill Pasta,"[""14 oz linguine"", ""4 oz sliced smoked salmon"", ""3 oz goat cheese"", ""1/4 cup capers"", ""1/4 cup snipped dill"", ""1 tbsp olive oil"", ""1 None lemon, peel finely grated and lemon juiced""]","[""Cook the pasta in a large saucepan of boiling salted water according to package directions. Drain the pasta and return it to the pan."", ""Meanwhile, combine the smoked salmon, goat cheese, capers, dill, olive oil and lemon peel and juice in a bowl. Add to the pasta and toss to coat. Season to taste.""]",recipes-plus.com/api/v2.0/recipes/25574,Gathered,"[""linguine"", ""salmon"", ""goat cheese"", ""capers"", ""dill"", ""olive oil"", ""lemon""]"
1253217,Bacon And Corn Pizza,"[""1 None pita bread"", ""2 tbsp corn"", ""1 slice bacon, cooked and crumbled"", ""2 tbsp grated mozzarella cheese"", ""1 tbsp finely chopped fresh flat-leaf parsley""]","[""Preheat the oven to 350\u00b0F."", ""Place the pita on a baking pan. Spread the pita with corn, bacon and cheese."", ""Bake for about 10 mins or until the cheese melts. Sprinkle with parsley just before serving.""]",recipes-plus.com/api/v2.0/recipes/36249,Gathered,"[""pita bread"", ""corn"", ""bacon"", ""mozzarella cheese"", ""parsley""]"
1253299,Cuban-Style Grilled Corn,"[""6 ears corn, shucked"", ""1/2 cup mayonnaise"", ""3/4 cup finely grated Parmesan cheese"", ""1 tsp cayenne pepper"", ""1/2 cup loosely packed cilantro leaves"", ""2 None limes, cut into wedges""]","[""Preheat the grill to medium. Grill corn for about 10 mins, turning, or until tender."", ""Spread mayonnaise onto corn. Sprinkle with cheese, cayenne and cilantro. Serve corn with lime wedges.""]",recipes-plus.com/api/v2.0/recipes/34464,Gathered,"[""corn"", ""mayonnaise"", ""Parmesan cheese"", ""cayenne pepper"", ""cilantro""]"
1253335,Coconut Sago Pudding With Ginger Syrup,"[""5.25 oz sago pearls (can substitute tapioca)"", ""1 2/3 cups coconut milk"", ""1/3 cup sugar"", "".75 oz piece ginger, peeled, sliced thinly"", ""1 cup dark palm sugar, grated finely, or dark brown sugar"", ""7 oz piece of pineapple, peeled, sliced thinly""]","[""Place sago, coconut milk and 1 cup water in a medium heavy-based saucepan and soak for 30 mins."", ""Place pan with sago mixture over medium heat and bring to a boil, stirring. Reduce heat to low, add 1 cup water and cook, stirring occasionally, for 10 mins or until sago is tender. Remove from heat and stir in sugar until dissolved."", ""Spoon sago pudding into 6 serving dishes. Cover and refrigerate for 2 hours or until chilled."", ""To make syrup, stir ginger, palm sugar and 1/4 cup water in a medium saucepan over low heat until sugar dissolves. Increase heat to high and bring to a boil. Boil for 8 mins or until thickened. Cool."", ""Serve sago pudding topped with pineapple slices and drizzled with palm sugar syrup.""]",recipes-plus.com/api/v2.0/recipes/28094,Gathered,"[""coconut milk"", ""sugar"", ""ginger"", ""sugar"", ""pineapple""]"
1253447,Apple And Peanut Butter Snacks,"[""4 tsp peanut butter"", ""4 thick slices apple, brushed with lemon juice"", ""2 None small strawberries, hulled, sliced"", ""2 tsp milk chocolate chips"", ""2 tsp shredded coconut"", ""1 tbsp raisins"", ""None None sliced cheese, to serve"", ""None None radishes, to serve""]","[""Spread peanut butter over 2 apple slices. Top 1 with strawberries and chocolate chips and the other with coconut and raisins. Sandwich together with remaining apple slices. Serve with sliced cheese and radishes.""]",recipes-plus.com/api/v2.0/recipes/22832,Gathered,"[""peanut butter"", ""apple"", ""strawberries"", ""chocolate chips"", ""coconut"", ""raisins"", ""cheese"", ""radishes""]"
1253467,Curried Almonds,"[""1 tbsp sesame oil"", ""1/2 lb almonds with skin"", ""1 tbsp sesame seeds"", ""1 tsp salt"", ""1 tsp curry powder""]","[""Heat the oil in a frying pan and toast the almonds and sesame seeds, stirring constantly. Stir in the salt and curry powder. Serve warm or at room temperature.""]",recipes-plus.com/api/v2.0/recipes/19413,Gathered,"[""sesame oil"", ""almonds"", ""sesame seeds"", ""salt"", ""curry powder""]"
1253501,Grilled Herb Pork Chops,"[""3 sprigs fresh rosemary"", ""About 16 None sage leaves"", ""5 tbsp olive oil"", ""800 g pork steaks (6)""]","[""Set aside 6 small pieces of rosemary stem and 6 sage leaves. Chop the remaining herbs and mix them into the oil, with some pepper, in a large shallow dish.\r\nAdd the chops, coat on both sides and leave to marinate for 2-3 hours."", ""Preheat the grill. Take out the chops and shake off excess marinade. Put a sage leaf on each chop, holding them down with a small piece of wooden skewer.\r\nGrill the meat 4-5 mins on each side. \r\nSeason with salt, garnish with rosemary and serve immediately."", ""Serve with potatoes and a sour cream sauce.""]",recipes-plus.com/api/v2.0/recipes/18281,Gathered,"[""rosemary"", ""sage"", ""olive oil"", ""pork""]"
1254037,Beef Rib Roast,"[""1 None beef rib roast (5 1/2 lbs)"", ""2 tbsp olive oil"", ""2 tbsp fresh rosemary leaves"", ""2 tbsp fresh thyme leaves""]","[""Preheat the oven to 350\u00b0F."", ""Rub beef with oil. Sprinkle with herbs and season to taste. Place on a rack in a roasting pan."", ""Roast for 2 hours 20 mins for medium, or until cooked to desired doneness. Loosely cover with foil. Rest for 15-20 mins before carving.""]",recipes-plus.com/api/v2.0/recipes/36786,Gathered,"[""beef"", ""olive oil"", ""rosemary"", ""thyme""]"
1254197,Raspberry Jam,"[""300 g raspberries"", ""300 g sugar"", ""1 1/2 tbsp lemon juice""]","[""In a pan, bring the raspberries, sugar and lemon juice to a boil and simmer for about 3 minutes, mashing the raspberries with a potato masher."", ""Immediately pour into a sterilized mason jar and seal. Allow to cool completely before serving.""]",recipes-plus.com/api/v2.0/recipes/18113,Gathered,"[""raspberries"", ""sugar"", ""lemon juice""]"
1254340,Lemon And Dill Asparagus,"[""1 lb asparagus, trimmed"", ""2 tbsp butter, melted"", ""1 None lemon, zested and juiced, plus extra lemon slices and zest to garnish"", ""1 tbsp fresh dill, chopped, plus extra to garnish""]","[""Preheat grill."", ""Toss asparagus with butter, 2 tbsp lemon juice, 1/4 tsp lemon zest and dill. Grill for 4 mins, or until just tender. Arrange on a serving platter with lemon slices, lemon zest and dill.""]",recipes-plus.com/api/v2.0/recipes/31209,Gathered,"[""butter"", ""lemon"", ""dill""]"
1254380,Crispy Mashed Potatoes,"[""3 1/3 lbs potatoes, peeled"", ""3 tbsp butter, chopped"", ""1 1/3 cups milk, heated""]","[""Preheat the oven to 400\u00b0F."", ""Boil, steam or microwave the potatoes until tender. Place them in a bowl or pan, add the butter and hot milk, and mash until smooth. Spoon the mashed potatoes into six individual ovenproof dishes, then bake for 15 mins, until golden and lightly crisp. Serve.""]",recipes-plus.com/api/v2.0/recipes/25307,Gathered,"[""potatoes"", ""butter"", ""milk""]"
1254513,Vanilla Strawberries And Watermelon,"[""8 oz watermelon, rind removed and cut into wedges"", ""8 oz strawberries, halved"", ""1/2 tsp vanilla extract""]","[""Combine watermelon, strawberries and vanilla extract in a medium bowl; toss gently.""]",recipes-plus.com/api/v2.0/recipes/35886,Gathered,"[""strawberries"", ""vanilla""]"
1254608,Mint Mashed Potatoes,"[""3 1/2 lb potatoes, peeled, cut into large chunks"", ""3 1/2 tbsp butter"", ""2 tbsp milk"", ""3 tbsp fresh mint leaves, chopped""]","[""Place potatoes in a large pan of lightly salted water. Bring to a boil and cook for 15 mins, until tender. Drain then mash with butter and milk until smooth and fluffy. Season. Fold in mint.""]",recipes-plus.com/api/v2.0/recipes/28943,Gathered,"[""potatoes"", ""butter"", ""milk"", ""mint""]"
1254977,Pan-Fried Tuna Steak With Pesto,"[""1/3 lb potatoes, peeled and cut into wedges"", ""1 None fresh tuna steak (about 5 oz)"", ""3 tbsp lemon juice"", ""1 tbsp butter"", ""1 None small onion, peeled and thinly sliced"", ""2 tsp fresh chopped rosemary, plus extra sprigs to garnish"", ""1 tbsp pesto"", ""1 tbsp fresh parsley, chopped"", ""None None tomato and lettuce salad, to serve""]","[""Boil the potato wedges in a pan of lightly salted water for 15-20 mins until tender. Meanwhile, sprinkle the tuna steak with 2 tbsp of the lemon juice and season with freshly ground black pepper. Heat the butter in a small frying pan and fry the tuna steak for 3-4 mins, on each side or until seared and cooked to your liking. Remove and keep warm."", ""Add the onion and rosemary to the pan and fry until tender and golden. Set aside with the tuna. Add 2 tbsp water and the rest of the lemon juice to the pan and heat gently stirring any sediment from the base of the pan. Stir in the pesto and parsley and heat through gently."", ""Drain the potatoes and serve with the tuna steak, onion and pesto sauce. Garnish with the rosemary sprigs and serve with tomato and lettuce salad.""]",recipes-plus.com/api/v2.0/recipes/16518,Gathered,"[""potatoes"", ""tuna"", ""lemon juice"", ""butter"", ""onion"", ""rosemary"", ""pesto"", ""parsley"", ""tomato""]"
1255158,Hot Mocha & Banana Smoothie,"[""1 cup milk"", ""1 None banana, peeled and chopped"", ""1/4 cup Ovaltine or Milo, plus additional, to dust"", ""1/4 cup brewed coffee""]","[""Place milk and banana in a large measuring cup. Using an immersion blender, process until smooth. Pour into a small saucepan with Ovaltine and coffee."", ""Stir on low heat until just below boiling point. Dust with additional Ovaltine, to serve.""]",recipes-plus.com/api/v2.0/recipes/35741,Gathered,"[""milk"", ""banana"", ""coffee""]"
1255193,Beet And Potato Mash,"[""1 1/2 lbs potatoes, peeled and chopped"", ""1 lb beets, peeled and chopped"", ""1 1/2 oz sliced hazelnuts"", ""2/3 cup 2% milk"", ""2 oz goat cheese"", ""1/4 tsp nutmeg"", ""2 stems thyme""]","[""Place the potatoes and beets in a pan of boiling salted water a cook for about 20 minutes. Meanwhile, toast the sliced hazelnuts in a dry skillet until golden brown, set aside."", ""Heat milk in a saucepan, drain the potatoes and beets and add the warmed milk and goat cheese and mash until smooth. Season with nutmeg and a pinch of salt and serve topped with toasted hazelnuts and thyme leaves.""]",recipes-plus.com/api/v2.0/recipes/18833,Gathered,"[""potatoes"", ""beets"", ""hazelnuts"", ""milk"", ""goat cheese"", ""nutmeg"", ""thyme""]"
1255380,Buttered Noodles,"[""18 oz egg noodles"", ""3 1/2 tbsp unsalted butter""]","[""Cook noodles until al dente. Drain, reserving a little cooking liquid. Melt butter and toss with noodles. If necessary, add 2-3 tbsp cooking water, to moisten. Season with ground black pepper and serve.""]",recipes-plus.com/api/v2.0/recipes/22286,Gathered,"[""egg noodles"", ""butter""]"
